ID,weekend_nights,week_nights,room_type,board_type,n_adults,n_less_12,n_more_12,booked_tour,n_requests,lead_time,purchase_type,n_p_cacellation,n_p_not_cacellation,repeated,price,date,is_canceled
INN26199,1,0,Room_Type 1,full board,2,0,0,0,2,26,Online,0,0,0,120,11/06/2018,0
INN15229,0,1,Room_Type 1,full board,2,0,0,0,1,16,Corporate,0,0,0,120,9/15/2018,0
INN33099,0,2,Room_Type 1,full board,1,0,0,0,2,4,Online,0,0,0,169,9/15/2018,0
INN30445,4,6,Room_Type 4,half board,2,0,0,0,0,12,Online,0,0,0,168,06/12/2018,1
INN25211,0,2,Room_Type 1,,1,0,0,0,0,226,,0,0,0,,6/15/2018,1
INN04424,1,1,Room_Type 1,half board,1,0,0,0,0,142,Offline,0,0,0,130,06/06/2018,0
INN22757,2,3,Room_Type 1,half board,2,0,0,0,1,184,Offline,0,0,0,92.25,07/03/2018,0
INN09906,1,2,Room_Type 2,,2,0,0,0,0,194,,0,0,0,,4/22/2018,0
INN10729,0,4,Room_Type 1,half board,2,0,0,0,0,258,Online,0,0,0,135.6,9/28/2018,1
INN19280,0,2,Room_Type 4,half board,2,0,0,0,0,134,Online,0,0,0,147.8,08/11/2018,0
INN02611,0,4,Room_Type 1,half board,1,0,0,0,2,234,Online,0,0,0,110.9,10/18/2018,1
INN03549,2,3,Room_Type 4,half board,2,0,0,0,1,111,Offline,0,0,0,80,12/26/2017,0
INN00970,0,2,Room_Type 1,half board,1,0,0,0,0,231,Offline,0,0,0,115,6/24/2018,0
INN03005,1,5,Room_Type 1,,2,0,0,0,0,419,,0,0,0,,10/04/2018,1
INN08286,2,1,Room_Type 1,,2,0,0,0,2,288,,0,0,0,,12/10/2018,1
INN21836,1,2,Room_Type 1,half board,2,0,0,0,1,152,Online,0,0,0,97.03,7/25/2018,0
INN26982,0,1,Room_Type 1,half board,2,0,0,0,0,50,Offline,0,0,0,191.2,6/28/2018,0
INN31377,2,1,Room_Type 1,,1,0,0,0,1,5,,0,0,0,,8/23/2017,0
INN14599,2,0,Room_Type 1,half board,2,0,0,0,0,0,Corporate,0,0,0,85,9/20/2017,0
INN35995,1,2,Room_Type 4,half board,2,1,0,0,0,110,Online,0,0,0,160.4,5/13/2018,1
INN28889,2,3,Room_Type 4,,2,0,0,0,0,20,Online,0,0,0,109.22,04/08/2018,0
INN15487,0,1,Room_Type 1,,1,0,0,0,3,,,0,0,0,,1/27/2018,0
INN25116,1,0,Room_Type 1,half board,1,0,0,0,1,5,Online,0,0,0,169,09/11/2018,0
INN19470,0,1,Room_Type 1,half board,1,0,0,0,0,101,Corporate,0,0,0,85,09/07/2018,0
INN15823,2,5,Room_Type 1,full board,2,0,0,0,1,53,Online,0,0,0,86.29,2/21/2018,0
INN00690,0,2,Room_Type 1,half board,1,0,0,0,1,42,Online,0,0,0,96.5,3/16/2018,0
INN23002,1,3,Room_Type 4,,2,0,0,0,0,338,Online,0,0,0,128.8,10/03/2018,1
INN24364,0,1,Room_Type 1,,1,0,0,0,1,28,Online,0,0,0,159,9/16/2018,0
INN20607,2,3,Room_Type 1,,2,0,0,0,0,322,,0,0,0,98,04/08/2018,1
INN26978,2,2,Room_Type 1,half board,3,0,0,0,0,104,Offline,0,0,0,116.9,07/10/2018,0
INN10551,2,1,Room_Type 1,breakfast,2,0,0,0,0,180,Offline,0,0,0,121,01/02/2018,0
INN26998,2,0,Room_Type 1,full board,2,0,0,0,1,36,Online,0,0,0,154.1,9/18/2018,0
INN13286,0,1,Room_Type 1,,2,0,0,0,0,0,Online,0,0,0,158.99,9/27/2018,0
INN33766,0,2,Room_Type 1,,2,0,0,0,0,168,Online,0,0,0,136.1,09/07/2018,1
INN20367,1,2,Room_Type 1,half board,1,0,0,0,1,0,Online,0,0,0,139.33,5/30/2018,0
INN32878,0,3,Room_Type 1,,2,0,0,0,0,124,Offline,0,0,0,83.58,3/24/2018,0
INN25446,0,3,Room_Type 1,half board,2,0,0,0,2,24,Online,0,0,0,156.67,9/29/2017,0
INN23934,1,1,Room_Type 1,full board,2,0,0,0,1,44,Online,0,0,0,136.1,5/21/2018,0
INN19039,0,2,Room_Type 1,breakfast,2,0,0,0,1,416,Offline,0,0,0,135,9/13/2018,1
INN06092,2,3,Room_Type 1,half board,2,0,1,0,1,34,Online,0,0,0,178.86,7/24/2018,0
INN02024,0,1,Room_Type 1,full board,2,0,0,0,0,0,Online,0,0,0,200,9/20/2018,0
INN22260,0,1,Room_Type 1,half board,1,0,0,0,1,2,Online,0,0,0,115,09/01/2017,0
INN34631,1,2,Room_Type 1,,2,0,0,0,1,56,,0,0,0,,12/16/2018,0
INN05028,2,2,Room_Type 4,half board,3,0,0,0,1,255,Online,0,0,0,123.84,10/09/2018,1
INN26632,2,5,Room_Type 4,half board,3,0,0,1,2,128,Online,0,0,0,148,12/21/2018,0
INN27723,0,1,Room_Type 1,half board,1,0,0,0,0,11,Corporate,0,0,0,85,12/10/2017,0
INN11765,0,3,Room_Type 1,half board,1,0,0,0,1,17,Online,0,0,0,121,11/05/2017,0
INN15112,0,2,Room_Type 4,,1,0,0,0,0,0,Online,0,0,0,136,03/04/2018,0
INN30840,1,2,Room_Type 1,,1,0,0,0,0,141,Offline,0,0,0,96,2018-2-29,0
INN02176,0,1,Room_Type 1,half board,2,0,0,0,1,47,Offline,0,0,0,85,12/27/2018,0
INN05622,0,2,Room_Type 6,,2,2,0,0,0,46,,0,0,0,191,3/23/2018,1
INN19400,1,3,Room_Type 1,full board,2,0,0,0,1,76,Online,0,0,0,83.75,03/10/2018,0
INN16386,1,3,Room_Type 1,half board,2,0,0,0,2,72,Online,0,0,0,108.4,12/08/2018,0
INN09369,2,2,Room_Type 1,half board,2,0,0,0,1,125,Online,0,0,0,134.3,07/03/2018,0
INN19630,0,4,Room_Type 1,half board,2,0,0,0,0,134,Online,0,0,0,105,12/07/2018,1
INN27131,6,12,Room_Type 1,,1,0,0,0,1,2,,0,0,0,,11/18/2018,1
INN02010,0,2,Room_Type 1,breakfast,1,0,0,0,0,384,Offline,0,0,0,110,8/18/2018,0
INN27537,0,1,Room_Type 1,half board,1,0,0,0,0,2,Corporate,1,1,1,85,11/19/2017,0
INN23200,0,3,Room_Type 4,half board,2,0,0,0,0,10,Online,0,0,0,191.67,3/24/2018,1
INN05329,2,4,Room_Type 1,,1,0,0,0,0,26,Online,0,0,0,155,3/31/2018,1
INN34988,2,1,Room_Type 4,,2,0,0,0,0,126,,0,0,0,,4/17/2018,0
INN16953,0,2,Room_Type 1,half board,1,0,0,0,0,218,Offline,0,0,0,140,10/11/2018,1
INN31143,0,3,Room_Type 1,,1,0,0,0,0,20,Offline,0,0,0,95,11/16/2018,0
INN22594,1,5,Room_Type 1,,1,0,0,0,0,419,Offline,0,0,0,100,10/04/2018,1
INN22999,1,0,Room_Type 1,half board,2,0,0,0,1,11,Online,0,0,0,109,01/04/2018,0
INN32086,2,6,Room_Type 6,half board,2,2,0,0,1,17,Online,0,0,0,224.75,06/08/2018,1
INN01190,0,2,Room_Type 1,breakfast,2,0,0,0,0,123,Online,0,0,0,121.5,10/16/2017,1
INN31412,2,1,Room_Type 1,half board,1,0,0,0,0,140,Offline,0,0,0,95,2/28/2018,0
INN08939,0,1,Room_Type 4,half board,2,0,0,0,1,5,Online,0,0,0,196,5/27/2018,0
INN27331,2,2,Room_Type 1,half board,2,0,0,0,1,272,Offline,0,0,0,90,10/29/2018,0
INN36161,1,1,Room_Type 1,full board,2,0,0,0,0,29,Online,0,0,0,127.1,9/26/2018,1
INN10443,2,2,Room_Type 1,half board,2,0,0,0,2,46,Online,0,0,0,108.4,11/19/2018,0
INN04748,2,4,Room_Type 1,,1,0,0,0,0,83,Online,0,0,0,140,06/12/2018,1
INN15498,0,2,Room_Type 1,,2,0,0,0,0,381,,0,0,0,,9/15/2018,1
INN29914,2,2,Room_Type 1,full board,2,0,0,0,0,77,Online,0,0,0,83.75,03/12/2018,1
INN03311,0,1,Room_Type 1,,2,0,0,0,0,44,,0,0,0,87.5,2/13/2018,1
INN20514,1,3,Room_Type 1,half board,2,0,0,0,2,285,Online,0,0,0,107.67,9/22/2018,0
INN01546,1,2,Room_Type 6,half board,2,1,0,0,0,82,Online,0,0,0,218.9,5/13/2018,1
INN22377,1,1,Room_Type 1,half board,2,0,0,0,2,107,Online,0,0,0,124,12/10/2018,0
INN32790,2,2,Room_Type 1,,2,0,0,0,0,15,,0,0,0,81,1/16/2018,0
INN27377,2,0,Room_Type 2,half board,2,2,0,0,1,42,Online,0,0,0,268.49,9/18/2018,0
INN12393,2,2,Room_Type 1,full board,2,0,0,0,0,14,Online,0,0,0,96.29,12/02/2018,0
INN31404,1,2,Room_Type 1,half board,1,0,0,0,0,8,Offline,0,0,0,95,07/08/2018,0
INN10263,2,5,Room_Type 1,,3,0,0,0,0,149,Offline,0,0,0,116.9,7/14/2018,0
INN14380,1,0,Room_Type 1,,1,0,0,0,0,4,Corporate,0,0,0,85,11/02/2017,0
INN09547,0,1,Room_Type 4,half board,3,0,0,0,0,134,Online,0,0,0,166.7,07/02/2018,0
INN00100,1,3,Room_Type 6,half board,2,2,0,0,0,36,Online,0,0,0,176.9,12/22/2018,0
INN27189,2,2,Room_Type 1,half board,2,0,0,0,3,15,Online,0,0,0,106.4,11/11/2018,0
INN14452,0,1,Room_Type 1,,2,0,0,0,0,21,Online,0,0,0,117,03/11/2018,1
INN00502,2,1,Room_Type 4,breakfast,1,0,0,0,1,22,Online,0,0,0,165,2/28/2018,0
INN06211,1,2,Room_Type 1,half board,2,0,0,0,0,280,Online,0,0,0,110,10/14/2018,1
INN09591,1,2,Room_Type 1,,1,0,0,0,1,8,Online,0,0,0,107.78,10/19/2017,0
INN01781,1,2,Room_Type 4,half board,2,0,0,0,1,36,Online,0,0,0,134,11/18/2018,0
INN20577,0,3,Room_Type 1,,3,0,0,0,1,106,,0,0,0,158,05/03/2018,0
INN28523,0,1,Room_Type 4,half board,1,0,0,0,0,24,Online,0,0,0,176,05/11/2018,1
INN33702,2,1,Room_Type 1,,2,0,0,0,0,178,,0,0,0,81.56,4/23/2018,0
INN24338,1,2,Room_Type 6,,2,1,1,0,0,180,Online,0,0,0,251.6,8/19/2018,1
INN06524,1,1,Room_Type 1,full board,2,0,0,0,0,54,Online,0,0,0,91.1,03/12/2018,1
INN11685,1,2,Room_Type 1,,2,0,0,0,0,82,,0,0,0,,04/04/2018,1
INN02120,1,2,Room_Type 1,half board,2,0,0,0,2,12,Online,0,0,0,110,8/24/2017,0
INN02315,1,1,Room_Type 1,half board,2,0,0,0,1,20,Online,0,0,0,160,10/29/2018,1
INN33697,1,4,Room_Type 1,half board,2,0,0,0,0,262,Online,0,0,0,110.95,10/17/2018,1
INN22453,0,1,Room_Type 1,,1,0,0,0,0,17,,0,0,0,,11/29/2018,0
INN12940,0,2,Room_Type 1,half board,2,0,0,0,0,84,Offline,0,0,0,120,06/03/2018,0
INN20840,0,2,Room_Type 1,,1,0,0,0,1,35,Offline,0,1,1,95,11/22/2018,0
INN28883,0,3,Room_Type 1,half board,2,0,1,0,1,214,Online,0,0,0,132.5,7/26/2018,1
INN06080,1,1,Room_Type 1,,2,0,0,0,2,62,,0,0,0,,9/26/2018,0
INN00631,0,3,Room_Type 1,half board,2,0,0,0,0,311,Online,0,0,0,110,05/05/2018,1
INN22390,0,3,Room_Type 1,,1,0,0,0,0,86,Offline,0,0,0,140,6/14/2018,0
INN02030,1,3,Room_Type 1,half board,2,0,0,0,1,102,Offline,0,0,0,105,10/06/2018,0
INN29963,1,3,Room_Type 4,half board,2,0,0,0,1,83,Online,0,0,0,169.4,09/08/2018,0
INN33123,2,0,Room_Type 1,half board,2,0,0,0,0,15,Online,0,0,0,124,12/04/2018,0
INN08173,2,1,Room_Type 1,,2,0,0,0,0,0,Offline,0,0,0,118,4/16/2018,1
INN29469,0,2,Room_Type 1,,2,0,0,0,1,384,Offline,0,0,0,135,8/18/2018,1
INN03954,0,5,Room_Type 1,full board,2,0,0,0,1,9,Online,0,0,0,160,10/04/2018,0
INN30983,2,1,Room_Type 4,,2,0,0,0,0,3,,0,0,0,,4/23/2018,1
INN09101,0,3,Room_Type 4,breakfast,2,0,0,0,1,3,Online,0,0,0,188,11/17/2018,1
INN31724,0,3,Room_Type 1,half board,2,0,0,0,0,172,Offline,0,0,0,120,8/25/2018,0
INN20239,2,2,Room_Type 1,half board,2,0,0,0,0,14,Offline,0,0,0,86,1/23/2018,0
INN05680,2,3,Room_Type 1,full board,2,0,0,0,1,52,Online,0,0,0,102.72,12/16/2018,0
INN05074,1,3,Room_Type 1,,2,0,0,0,2,14,,0,0,0,,8/24/2017,0
INN05892,0,4,Room_Type 4,half board,3,0,0,0,1,232,Online,0,0,0,140.7,12/28/2018,1
INN31794,0,2,Room_Type 1,,1,0,0,0,0,2,,0,0,0,,9/29/2017,0
INN34893,0,3,Room_Type 1,half board,2,0,0,1,1,62,Online,0,0,0,110.9,3/15/2018,0
INN26312,0,0,Room_Type 1,full board,1,0,0,0,0,2,Online,0,0,0,20,2/26/2018,0
INN20671,0,3,Room_Type 1,breakfast,2,0,0,0,1,86,Offline,0,0,0,146,05/10/2018,0
INN34293,0,3,Room_Type 1,half board,1,0,0,0,0,245,Offline,0,0,0,110,05/05/2018,1
INN21879,1,2,Room_Type 1,,2,0,0,0,0,42,Offline,0,0,0,96.5,6/27/2018,0
INN15236,0,2,Room_Type 1,,1,0,0,0,0,351,Offline,0,0,0,110,7/21/2018,0
INN17859,2,4,Room_Type 1,,1,0,0,0,0,53,,0,0,0,,9/16/2017,0
INN05588,2,1,Room_Type 1,,2,0,0,0,1,65,,0,0,0,115,10/29/2018,0
INN25961,2,3,Room_Type 1,half board,2,0,0,0,0,54,Online,0,0,0,119.79,4/24/2018,0
INN21317,2,2,Room_Type 2,half board,0,0,2,0,2,190,Online,0,0,0,103.5,10/30/2018,1
INN22504,1,3,Room_Type 1,,2,0,0,0,1,24,Online,0,0,0,94.8,12/22/2018,0
INN13518,0,1,Room_Type 1,,1,0,0,0,0,0,Online,0,0,0,93.9,01/06/2018,0
INN25014,1,2,Room_Type 1,half board,1,0,0,0,2,60,Online,0,0,0,106.4,11/18/2018,0
INN11747,0,2,Room_Type 1,,2,0,0,0,1,4,,0,0,0,20,11/25/2018,0
INN14298,2,1,Room_Type 1,half board,2,0,0,0,0,50,Offline,0,0,0,96.5,8/28/2018,0
INN20343,0,2,Room_Type 1,,2,0,0,0,0,88,,0,0,0,,5/31/2018,1
INN06857,0,2,Room_Type 1,breakfast,2,0,0,0,0,351,Online,0,0,0,135,7/21/2018,1
INN22033,2,1,Room_Type 2,half board,2,0,0,0,2,128,Online,0,0,0,111.6,12/25/2018,0
INN31512,2,2,Room_Type 4,half board,2,0,0,0,1,59,Online,0,0,0,132.2,04/10/2018,0
INN31183,0,3,Room_Type 1,,1,0,0,0,0,86,Offline,0,0,0,118,05/10/2018,0
INN07337,0,2,Room_Type 1,half board,2,0,0,0,2,77,Online,0,0,0,99.2,11/20/2017,0
INN00642,2,2,Room_Type 1,half board,2,0,0,1,2,41,Online,0,0,0,114.5,9/13/2017,0
INN11133,0,2,Room_Type 1,half board,1,0,0,0,0,226,Offline,0,0,0,150,6/15/2018,1
INN11961,1,0,Room_Type 1,,1,0,0,0,1,14,Corporate,0,0,0,85,2/15/2018,0
INN09529,2,2,Room_Type 1,half board,2,0,0,0,0,12,Offline,0,0,0,105,2/13/2018,0
INN00607,1,3,Room_Type 1,,2,0,0,0,0,153,,0,0,0,,4/28/2018,0
INN24189,1,2,Room_Type 1,half board,2,0,0,0,0,21,Offline,0,0,0,105,10/03/2018,0
INN35118,2,1,Room_Type 1,half board,2,1,0,0,0,45,Online,0,0,0,135.32,6/26/2018,1
INN02482,2,5,Room_Type 1,,2,0,0,0,1,152,,0,0,0,,7/18/2018,0
INN14378,1,2,Room_Type 1,half board,1,0,0,0,2,54,Online,0,0,0,110,11/04/2018,0
INN00796,2,1,Room_Type 1,,2,0,0,0,0,419,,0,0,0,,12/24/2018,1
INN25697,0,3,Room_Type 1,half board,2,0,0,0,1,27,Online,0,0,0,100.3,1/28/2018,0
INN06024,2,3,Room_Type 4,half board,2,0,0,0,0,62,Offline,0,0,0,80,11/12/2017,0
INN12033,0,2,Room_Type 4,half board,2,0,1,0,0,143,Online,0,0,0,147.8,8/16/2018,1
INN25570,1,0,Room_Type 4,half board,3,0,0,0,1,81,Online,0,0,0,188.3,09/12/2018,1
INN33912,0,1,Room_Type 1,half board,2,0,0,0,0,116,Online,0,0,0,146.9,06/04/2018,1
INN10965,0,2,Room_Type 1,half board,1,0,0,0,0,218,Offline,0,0,0,140,10/11/2018,1
INN11632,2,1,Room_Type 6,,2,0,2,0,2,84,,0,0,0,,4/16/2018,0
INN32342,0,1,Room_Type 1,full board,2,0,0,0,0,42,Online,0,0,0,109.1,6/21/2018,1
INN09994,0,2,Room_Type 1,,2,0,0,0,1,384,,0,0,0,,8/18/2018,1
INN01012,0,1,Room_Type 1,,2,0,0,0,1,65,,0,0,0,,03/05/2018,0
INN27201,0,3,Room_Type 6,,2,1,0,0,0,232,Online,0,0,0,180.2,12/29/2018,0
INN27036,1,2,Room_Type 1,,2,0,0,0,1,29,,0,0,0,,03/11/2018,1
INN13996,2,2,Room_Type 1,breakfast,2,0,0,0,1,52,Online,0,0,0,168.13,3/25/2018,1
INN21603,1,2,Room_Type 4,half board,1,0,0,0,1,26,Online,0,0,0,230,11/07/2018,0
INN30946,0,4,Room_Type 4,,3,0,0,0,0,131,,0,0,0,,8/24/2018,1
INN02409,1,3,Room_Type 1,half board,2,0,0,0,1,71,Online,0,0,0,108.4,11/28/2018,0
INN07328,1,1,Room_Type 1,,2,0,0,0,1,11,,0,0,0,,10/29/2018,0
INN17148,1,2,Room_Type 1,half board,1,0,0,0,0,137,Offline,0,0,0,95,07/01/2018,1
INN34292,0,1,Room_Type 1,,1,0,0,0,0,2,Online,0,0,0,79.03,11/25/2018,0
INN19998,2,3,Room_Type 1,half board,2,0,0,0,1,9,Online,0,0,0,109.59,11/27/2018,0
INN14017,1,3,Room_Type 1,full board,1,0,0,0,1,21,Online,0,0,0,81.52,11/03/2018,0
INN18649,2,3,Room_Type 4,half board,3,0,0,0,0,160,Online,0,0,0,135.6,11/27/2018,1
INN20186,1,4,Room_Type 1,half board,2,0,0,0,0,70,Offline,0,0,0,80,02/03/2018,0
INN20210,0,3,Room_Type 4,half board,2,0,0,0,1,5,Online,0,0,0,182.67,3/24/2018,0
INN21824,0,4,Room_Type 1,half board,2,0,0,0,2,50,Online,0,0,0,108.4,12/07/2018,0
INN12167,0,2,Room_Type 1,full board,2,0,0,0,0,11,Online,0,0,0,101,2/23/2018,0
INN19487,0,2,Room_Type 4,half board,3,0,0,0,2,105,Online,0,0,0,146,12/16/2018,0
INN33895,2,2,Room_Type 1,,2,0,0,0,0,17,Online,0,0,0,167.5,4/29/2018,1
INN15664,2,2,Room_Type 1,,2,1,0,0,0,120,,0,0,0,150.5,07/03/2018,0
INN16649,2,1,Room_Type 1,breakfast,1,0,0,0,0,4,Offline,0,0,0,92.5,07/11/2017,0
INN28506,2,1,Room_Type 4,,2,0,0,0,1,150,,0,0,0,,05/07/2018,0
INN06828,0,4,Room_Type 4,breakfast,3,0,0,0,0,152,Online,0,0,0,215.75,8/16/2018,1
INN07438,0,2,Room_Type 1,half board,1,0,0,0,0,104,Offline,0,0,0,107.5,9/24/2017,0
INN29314,1,3,Room_Type 1,full board,2,0,0,0,1,108,Online,0,0,0,90.78,07/11/2018,0
INN12018,0,3,Room_Type 1,,2,0,0,0,1,,,0,0,0,,6/16/2018,1
INN29285,0,2,Room_Type 1,half board,3,0,0,0,3,153,Online,0,0,0,110,12/22/2018,0
INN14846,1,2,Room_Type 1,half board,2,0,0,0,0,280,Offline,0,0,0,110,10/14/2018,1
INN20886,0,2,Room_Type 1,,1,0,0,0,1,2,,0,0,0,,04/07/2018,0
INN21529,0,3,Room_Type 1,half board,2,0,0,0,0,86,Offline,0,0,0,92.25,10/11/2018,0
INN07745,0,4,Room_Type 4,,2,0,0,0,1,281,,0,0,0,,10/25/2018,1
INN34688,0,1,Room_Type 1,,2,0,0,0,2,171,,0,0,0,,08/03/2018,0
INN04974,1,2,Room_Type 1,half board,2,1,0,0,1,0,Offline,0,0,0,100.75,6/13/2018,0
INN29106,1,2,Room_Type 6,half board,2,0,2,0,2,77,Online,0,0,0,218.9,4/29/2018,0
INN12580,0,2,Room_Type 1,half board,2,0,0,0,1,210,Online,0,0,0,116.3,7/13/2018,0
INN07602,1,2,Room_Type 4,half board,3,0,0,0,0,42,Online,0,0,0,149.87,6/27/2018,1
INN11729,2,1,Room_Type 1,half board,1,0,0,0,0,20,Aviation,0,0,0,115,10/08/2018,0
INN13653,1,2,Room_Type 4,half board,2,0,0,0,0,64,Online,0,0,0,160.7,8/26/2018,0
INN34266,1,1,Room_Type 6,half board,2,1,1,0,0,260,Online,0,0,0,197.3,08/06/2018,1
INN22729,1,0,Room_Type 1,half board,2,0,0,0,1,44,Online,0,0,0,146.9,5/22/2018,1
INN31583,2,2,Room_Type 2,half board,2,0,0,0,1,46,Online,0,0,0,97.86,12/02/2018,0
INN10008,2,2,Room_Type 1,,2,0,0,0,1,21,,0,0,0,,9/18/2017,0
INN21096,0,3,Room_Type 1,,1,0,0,0,0,9,,0,0,0,,12/29/2017,0
INN32343,1,0,Room_Type 1,half board,1,0,0,0,1,0,Online,0,0,0,153,09/07/2017,0
INN31451,0,4,Room_Type 1,half board,2,0,0,0,0,118,Offline,0,0,0,95,12/21/2018,0
INN27353,1,2,Room_Type 4,,2,0,0,0,0,28,,0,0,0,,10/02/2017,0
INN07343,1,0,Room_Type 1,half board,2,0,0,0,0,150,Online,0,0,0,105.5,7/26/2017,1
INN03911,2,2,Room_Type 1,half board,2,0,0,0,0,299,Online,0,0,0,109.25,10/22/2018,1
INN12628,1,0,Room_Type 1,,2,0,0,0,0,0,,0,0,0,,08/03/2017,0
INN24619,2,3,Room_Type 1,half board,2,0,0,0,1,323,Offline,0,0,0,100,12/29/2018,0
INN06431,0,1,Room_Type 4,half board,3,0,0,0,0,23,Online,0,0,0,187,4/27/2018,1
INN07712,2,1,Room_Type 1,full board,2,0,0,0,0,23,Online,0,0,0,149,9/24/2018,1
INN25246,1,1,Room_Type 4,,2,0,0,0,1,41,,0,0,0,,9/24/2018,1
INN03020,0,2,Room_Type 1,half board,2,0,0,0,1,35,Online,0,0,0,106.45,02/12/2018,0
INN00280,2,5,Room_Type 4,half board,3,0,0,0,1,48,Online,0,0,0,155.64,4/21/2018,0
INN19371,2,1,Room_Type 4,half board,2,0,0,0,2,123,Offline,0,0,0,68.67,01/03/2018,0
INN11061,2,5,Room_Type 1,full board,2,0,0,0,1,226,Online,0,0,0,100.75,7/23/2018,0
INN20360,0,1,Room_Type 1,half board,2,0,0,0,1,52,Online,0,0,0,137.9,04/08/2018,0
INN26120,0,3,Room_Type 1,half board,1,0,0,0,1,34,Online,0,0,0,95.18,11/03/2017,0
INN18198,1,4,Room_Type 1,half board,2,0,0,0,1,24,Online,0,0,0,128.8,9/14/2017,0
INN20788,0,1,Room_Type 2,,2,0,0,0,2,0,Online,0,0,0,97.25,11/28/2017,0
INN13561,0,4,Room_Type 1,,2,0,0,0,3,122,Online,0,0,0,107.67,06/08/2018,0
INN26475,2,5,Room_Type 1,,2,1,0,0,0,195,Online,0,0,0,178.56,12/26/2018,0
INN24531,1,3,Room_Type 2,half board,0,1,1,0,0,20,Online,0,0,0,97.25,1/18/2018,0
INN01486,2,2,Room_Type 1,full board,2,0,0,0,0,101,Online,0,0,0,78.14,04/10/2018,0
INN31253,0,4,Room_Type 1,,2,0,0,0,1,18,,0,0,0,,06/01/2018,0
INN29265,2,1,Room_Type 1,half board,2,0,0,0,3,143,Online,0,0,0,92.25,12/26/2017,0
INN09423,2,2,Room_Type 4,,3,0,0,0,1,71,,0,0,0,,12/04/2018,0
INN15376,0,3,Room_Type 1,half board,2,0,1,0,1,191,Online,0,0,0,139.85,5/26/2018,1
INN24416,0,3,Room_Type 4,half board,2,0,0,0,0,20,Online,0,0,0,129.33,03/03/2018,1
INN20686,0,2,Room_Type 1,,1,0,0,0,0,0,,0,0,0,,09/04/2017,1
INN25549,0,3,Room_Type 1,half board,1,0,0,0,0,209,Offline,0,0,0,115.67,9/22/2018,0
INN21279,0,1,Room_Type 2,,0,0,2,0,0,242,Online,0,0,0,106.5,7/21/2018,1
INN08828,1,0,Room_Type 4,,2,0,0,0,0,71,,0,0,0,,10/09/2018,0
INN19201,2,1,Room_Type 1,half board,1,0,0,0,0,2,Offline,0,0,0,80,2/28/2018,1
INN07225,2,2,Room_Type 1,,2,0,0,0,2,,,0,0,0,,12/04/2018,0
INN10091,2,2,Room_Type 1,half board,2,1,0,0,0,36,Online,0,0,0,104.32,12/23/2018,1
INN34590,1,2,Room_Type 1,,1,0,0,0,0,74,,0,0,0,,5/13/2018,0
INN03142,2,2,Room_Type 4,half board,2,0,0,0,0,119,Online,0,0,0,113.08,4/17/2018,1
INN31807,2,1,Room_Type 1,,2,0,0,0,2,23,Online,0,0,0,89,12/05/2017,0
INN09030,0,1,Room_Type 1,half board,1,0,0,0,0,27,Offline,0,0,0,115,10/25/2018,0
INN26185,0,1,Room_Type 1,half board,1,0,0,0,0,21,Corporate,0,0,0,85,11/12/2017,1
INN21429,1,2,Room_Type 1,,2,0,0,0,0,348,,0,0,0,92,6/17/2018,1
INN18721,1,2,Room_Type 6,half board,2,2,0,0,1,35,Online,0,0,0,203.67,12/04/2017,0
INN13150,1,0,Room_Type 1,,2,0,0,0,0,23,Offline,0,0,0,138.15,9/19/2018,1
INN25984,2,2,Room_Type 1,half board,2,0,0,0,1,227,Online,0,0,0,90.44,10/22/2018,0
INN25607,1,0,Room_Type 1,half board,1,0,0,0,0,134,Offline,0,0,0,140,10/10/2018,1
INN05228,1,3,Room_Type 1,half board,2,0,0,0,1,57,Online,0,0,0,123.05,10/01/2017,0
INN03715,2,5,Room_Type 1,,2,0,0,0,0,102,,0,0,0,,4/13/2018,1
INN34914,0,2,Room_Type 1,half board,2,0,0,0,0,294,Offline,0,0,0,95,6/17/2018,1
INN09978,2,1,Room_Type 1,,2,0,0,0,0,39,Online,0,0,0,146.9,05/08/2018,1
INN34210,2,1,Room_Type 4,,3,0,0,0,1,24,Online,0,0,0,147,2/14/2018,1
INN29793,0,1,Room_Type 1,full board,2,0,0,1,1,3,Online,0,0,0,169,10/15/2018,0
INN00556,2,0,Room_Type 1,,2,0,0,0,0,141,Online,0,0,0,99.2,11/13/2018,0
INN14591,0,5,Room_Type 1,half board,2,0,0,0,0,168,Offline,0,0,0,90,12/29/2017,0
INN14405,0,4,Room_Type 1,half board,2,0,0,0,1,46,Online,0,0,0,101.9,03/08/2018,1
INN11092,2,1,Room_Type 4,half board,3,0,0,1,2,27,Online,0,0,0,216,7/24/2018,0
INN29649,1,3,Room_Type 4,half board,2,0,0,0,1,45,Online,0,0,0,115.4,3/14/2018,1
INN06882,0,3,Room_Type 1,half board,2,0,0,0,2,11,Online,0,0,0,153.33,6/21/2018,0
INN31476,0,4,Room_Type 1,full board,2,0,0,0,0,71,Online,0,0,0,119.85,4/27/2018,1
INN27952,2,1,Room_Type 4,half board,1,0,0,0,1,63,Online,0,0,0,160.4,5/15/2018,0
INN23525,1,1,Room_Type 1,breakfast,2,0,0,0,1,297,Offline,0,0,0,135,06/06/2018,1
INN15619,0,1,Room_Type 1,full board,2,0,0,0,1,23,Online,0,0,0,97,1/21/2018,0
INN25912,2,1,Room_Type 1,half board,2,0,0,0,0,310,Online,0,0,0,116.3,10/29/2018,1
